,PC1,PC2,PC3,Cluster
7YDS_3|C|antigen_species=homo,20.10879944544312,3.174462896242866,-0.29693530360913173,0
"6O3B_1|A,E|antigen_species=homo",21.08669607806203,3.9167628282851394,0.09972522446829209,0
"6O3B_2|B,G|antigen_species=homo",-20.270455210676804,1.5964637479268227,1.8420647715809717,1
"3T2N_2|H,I|antigen_species=homo",-19.452397282042348,0.9919064476202121,-1.085139493751059,1
"3T2N_3|L,M|antigen_species=homo",12.97093367000703,-8.626569879312187,0.11194542081283199,0
7YV1_2|H|antigen_species=homo,-18.308867016783722,0.3575348566034783,-0.11988147898293382,1
7YV1_3|L|antigen_species=homo,21.326919797395817,4.068577969697614,0.21215832931136094,0
"4I2X_1|A,C|antigen_species=homo",16.24021213322491,-1.4352695788852101,-0.9379778133495691,0
"4I2X_2|B,D|antigen_species=homo",-14.545161636839062,-2.0670334608197445,-3.5973412187259166,1
5XJ4_2|H|antigen_species=homo,-17.05966831165589,-0.34118002093050315,2.344162761866203,1
5XJ4_3|L|antigen_species=homo,18.032538540185087,-0.22049774303480496,-0.18586671080398148,0
"5XJ3_1|A,D,G,J|antigen_species=homo",-17.519330142547272,-0.08267321176489252,2.12370191980242,1
"5XJ3_2|B,E,H,K|antigen_species=homo",18.766728895041634,0.29908069506197077,0.11163126337540283,0
"8AG1_1|L,l|antigen_species=homo",20.579852593659908,3.4418076916282927,-0.08324888789712738,0
"8AG1_2|H,h|antigen_species=homo",-17.243041216701325,-0.2738664062629495,-0.47348273079263625,1
"7SEG_1|B,L|antigen_species=homo",17.684538876967864,-0.7262953851938417,-0.30458201232659915,0
"7SEG_2|A,H|antigen_species=homo",-19.383042706306234,0.9089238749490788,-1.9580545973482448,1
"5WI9_2|E,L|antigen_species=homo",20.63534075855238,3.4192552232579345,-0.03595954079687024,0
"5WI9_3|F,H|antigen_species=homo",-20.396456359799224,1.6749919036438916,2.003214067714508,1
"4WV1_2|B,E|antigen_species=homo",-20.185885852209925,1.5327295782015682,1.515232204205159,1
"4WV1_3|A,D|antigen_species=homo",20.922034613989993,3.9306364854937876,-0.03420853495875533,0
"6B3S_2|C,F,H,J|antigen_species=homo",-18.2448412118917,0.3211085522271962,-0.0676603693058617,1
"6B3S_3|D,G,K,L|antigen_species=homo",20.515309262482216,3.4200302081165486,-0.12096864936874784,0
8OL9_1|A|antigen_species=homo,20.84098988376834,3.798249546570587,-0.03201654494350107,0
8OL9_2|B|antigen_species=homo,-19.564249447625947,1.185724651545309,1.898179215156452,1
3P0Y_2|H|antigen_species=homo,-20.220301790402573,1.5591414035953512,1.6198064783530863,1
3P0Y_3|L|antigen_species=homo,20.986164405727404,3.8571284274709434,0.05101089542107871,0
4OGX_2|H|antigen_species=homo,-20.202048602712676,1.5670369698535385,2.090969268319271,1
4OGX_3|L|antigen_species=homo,21.025818820332226,4.023530916958175,0.0008300899909771843,0
8BYU_1|H|antigen_species=homo,-18.658795873035785,0.4641980994718027,-2.4260285381425826,1
8BYU_2|L|antigen_species=homo,20.937141055414422,3.961129643654852,-0.03747285726979451,0
"5TZT_1|B,L|antigen_species=homo",18.970025950733163,2.1263897923834287,-0.7051361553528673,0
"5TZT_2|A,H|antigen_species=homo",-19.231391134427056,0.8088590097528247,-2.178782334723113,1
3JWO_3|L|antigen_species=homo,20.739025381095946,3.563780343490778,0.007745907186107983,0
3JWO_4|H|antigen_species=homo,-18.819025331993128,0.5864244564772284,-1.8518585294111765,1
7QUH_1|H|antigen_species=homo,-19.575676484909152,1.1738766232217377,1.4330904091303946,1
7QUH_2|L|antigen_species=homo,20.018436434514626,2.7843707706705163,-0.19854867154321068,0
7XJF_1|A|antigen_species=homo,-18.683878523237357,0.4895806750704076,-2.273760428412367,1
7XJF_2|B|antigen_species=homo,20.55361649870477,3.556405487737926,-0.13794955971871142,0
"4LMQ_2|E,H|antigen_species=homo",-19.759432860704162,1.2761107334040396,1.3719087855845655,1
"4LMQ_3|I,L|antigen_species=homo",20.74882699850207,3.632074963134617,-0.022665866951973125,0
"5JXE_2|C,F|antigen_species=homo",20.31756382017316,3.209319370741092,-0.17220836138956946,0
"5JXE_3|D,G|antigen_species=homo",-17.854197128977443,-0.03577882049532358,-2.740968283233468,1
5XWD_2|H|antigen_species=homo,-14.11630093033407,-2.260485067324031,-1.506786681152955,1
5XWD_3|D|antigen_species=homo,13.946871165548432,-6.882571829218527,-0.03876108674107512,0
"3B2U_1|D,G,K,L,O,R,U,X|antigen_species=homo",20.515309262482216,3.4200302081165486,-0.12096864936874784,0
"3B2U_2|C,F,H,J,N,Q,T,W|antigen_species=homo",-18.24668058348189,0.3223445385699909,-0.07455398811927483,1
"6VCA_2|E,H,K,P|antigen_species=homo",-20.38430573082424,1.664588794489229,1.9961721762757778,1
"6VCA_3|F,J,L,O|antigen_species=homo",13.204426871466117,-9.165312374249286,0.5516452515395371,0
"6T3J_1|A,F|antigen_species=homo",-18.688351830772945,0.5132108422158443,-1.8062547033493166,1
"6T3J_2|B,G|antigen_species=homo",20.202815935849713,3.1765359937167985,-0.24457476144929896,0
"6T3J_3|C,H|antigen_species=homo",-18.872243733446805,0.5956757182668408,-2.2861179517473778,1
"6T3J_4|D,I|antigen_species=homo",20.692355271393467,3.2658728134711184,0.10690644181565237,0
6YXD_2|H|antigen_species=homo,-12.76672692192943,-3.1673775371950397,-4.324984414145235,1
6YXD_3|L|antigen_species=homo,16.010208646180907,-1.658842830237752,-1.0008044048632891,0
"7ST5_1|H,h|antigen_species=homo",-19.080754973026508,0.708089776501232,-2.4991988664622005,1
"7ST5_2|L,l|antigen_species=homo",21.064613866679686,3.8627661498371024,0.10871069216817329,0
8F6O_1|A|antigen_species=homo,-17.987725880815056,0.05086029193443392,-2.2878408314026237,1
8F6O_2|B|antigen_species=homo,20.39363092385373,3.1160405934768085,-0.0715798309426605,0
"6FXN_2|D,F,H,M,O,Q|antigen_species=homo",-18.126569688378673,0.15252701138884125,-2.528200997590358,1
"6FXN_3|E,G,I,N,P,R|antigen_species=homo",13.270901613128332,-9.791407093804239,0.9081133654865673,0
8BLQ_1|A|antigen_species=unknown,-17.5780922422873,-0.16532074822856085,-2.468517421440829,1
8BLQ_2|B|antigen_species=homo,19.701725954469193,2.910869890515214,-0.49608551993407574,0
8BLQ_3|C|antigen_species=homo,13.686455873351235,-9.405094486643678,1.032240385364572,0
8BLQ_5|E|antigen_species=homo,-18.78282585250374,0.5282870517066808,-2.624969523771742,1
5TZ2_1|H|antigen_species=homo,-18.741240132358723,0.5584081684657131,-1.4820598758941737,1
5TZ2_2|L|antigen_species=homo,20.44501796811726,3.4074560399822325,-0.17267085103167132,0
8F6L_1|A|antigen_species=homo,-18.809249971413177,0.5715235168668128,-1.9357050353543561,1
8F6L_2|B|antigen_species=homo,19.934555929815787,2.835193930443668,-0.28986496098771236,0
"7SI0_2|C,E,I,K|antigen_species=homo",-15.801808176670969,-1.1556668045050196,0.7698070991296441,1
"7SI0_3|D,F,J,L|antigen_species=homo",16.870987668935403,-0.8814068917061249,-0.666889933224078,0
"6K7O_2|B,D,F,H|antigen_species=homo",-20.175062698921614,1.5408147946032222,1.8142632726242602,1
"6K7O_3|C,E,G,L|antigen_species=homo",20.767357853783366,3.6672737298961327,-0.025611732681587458,0
"4D9R_2|D,L|antigen_species=homo",19.85670248135961,3.0062681067423087,-0.41202739113465014,0
"4D9R_3|E,H|antigen_species=homo",-19.185584064064717,0.8360866195168172,-1.1336176600442638,1
8CYH_1|L|antigen_species=homo,20.687216426166795,3.758165849735981,-0.13552932950239474,0
8CYH_2|H|antigen_species=homo,-20.519066775699457,1.756890219434373,2.2071675518145804,1
"5YOY_2|D,E,F,M,N,O|antigen_species=homo",17.3321011893662,-0.7694580620887607,-0.4424433191637318,0
"5YOY_3|G,H,I,P,Q,R|antigen_species=homo",-16.761317802897924,-0.5446834165516844,1.726776753615119,1
"5GGR_1|A,H|antigen_species=homo",-20.54827468535166,1.7616833217718952,1.9707854008406005,1
"5GGR_2|B,L|antigen_species=homo",20.763709439771013,3.6350804082420685,-0.036000869391440114,0
"5GGS_1|A,C|antigen_species=homo",-18.507940077596018,0.380663314113955,-2.402290850129969,1
"5GGS_2|B,D|antigen_species=homo",20.31756382017316,3.209319370741092,-0.17220836138956946,0
"4DKF_2|H,I|antigen_species=homo",-20.61331614650005,1.7959599970491864,1.8180805218706129,1
"4DKF_3|L,M|antigen_species=homo",21.391787076978137,4.097007139865387,0.24500426599485928,0
"7CGW_1|A,H|antigen_species=homo",-17.573624800413718,-0.1107627439790412,-0.5043528296895192,1
"7CGW_2|B,L|antigen_species=homo",19.63444577536367,2.5065887318687707,-0.36454709673356833,0
"3NH7_1|H,I,J,K|antigen_species=homo",-20.111015252144988,1.4984147653821698,1.9151969035145673,1
"3NH7_2|L,M,N,O|antigen_species=homo",13.914879910838389,-9.409920565196533,1.2192810285527989,0
8PE9_2|H|antigen_species=homo,-19.683923644656847,1.2217894342286484,1.1782117974902682,1
8PE9_3|L|antigen_species=homo,20.49819981913393,3.3026335923389087,-0.05657386740120543,0
8TRS_1|A|antigen_species=homo,-20.285552751618294,1.606459700763504,1.89703431241669,1
8TRS_2|G|antigen_species=homo,20.33142647441372,3.242496820071332,-0.13261862162335988,0
"4Y5X_1|A,D,G,J|antigen_species=homo",-16.324414981098887,-0.8011569233400331,1.8755056044625213,1
"4Y5X_2|B,E,H,K|antigen_species=homo",14.27203588607727,-7.067429629652306,0.335860268932118,0
"6NMR_1|B,G,K,L|antigen_species=homo",20.009248727754077,2.872457287367987,-0.24802274051163786,0
"6NMR_2|A,F,H,J|antigen_species=homo",-20.148073367544676,1.5228297585304074,1.9099653569384434,1
"8BG1_1|A,D,G,J|antigen_species=homo",-19.539052528948204,1.1661576278422718,1.8076997157351928,1
"8BG1_2|B,E,H,K|antigen_species=homo",18.905304346385808,2.095674734468273,-0.7426044248639455,0
"5B8C_1|A,D,G,J|antigen_species=homo",17.097028002590527,-1.0584613186629437,-0.4765402661064423,0
"5B8C_2|B,E,H,K|antigen_species=homo",-14.19458052308705,-2.3453547373312396,-4.835526524843576,1
"8TRT_1|A,B|antigen_species=homo",-20.285552751618294,1.606459700763504,1.89703431241669,1
"8TRT_2|C,G|antigen_species=homo",20.33142647441372,3.242496820071332,-0.13261862162335988,0
"3BN9_2|C,E|antigen_species=homo",21.143734193587473,4.09432506653192,0.055480784761945345,0
"3BN9_3|D,F|antigen_species=homo",-20.173813401855288,1.520410399143656,1.5976873057296077,1
"6UMX_2|L,l|antigen_species=homo",14.05148137350105,-9.685681581131107,1.471393709181494,0
"6UMX_3|H,h|antigen_species=homo",-20.301866253449507,1.6147935573888466,1.898855115542647,1
3KR3_2|H|antigen_species=homo,-20.20632456994752,1.5657262286967215,2.1225711479443112,1
3KR3_3|L|antigen_species=homo,20.683672253702564,3.609454018429862,-0.054124356160896614,0
3WSQ_2|L|antigen_species=homo,17.647065498341764,-0.518986355894828,-0.4092805948023491,0
3WSQ_3|H|antigen_species=homo,-18.70455503656232,0.509306869766742,-2.0689012358000194,1
7LF8_2|H|antigen_species=homo,-19.40030214281831,1.0687372798579258,1.3483163372077083,1
7LF8_3|L|antigen_species=homo,19.509857088410907,2.9098103702714275,-0.6444940368677458,0
"5CBA_1|A,C|antigen_species=homo",-14.268146341471637,-2.3233509824002674,-5.019019783764817,1
"5CBA_2|B,D|antigen_species=homo",13.570983287236231,-7.817205642931864,0.17443589201043136,0
3HMX_3|L|antigen_species=homo,20.906287826674884,3.9919966536508156,-0.07502384481046141,0
3HMX_4|H|antigen_species=homo,-18.28648428019167,0.29765212131688445,-1.4192156273064853,1
7CHY_1|L|antigen_species=homo,20.88889767937275,3.773228886197966,0.015449003184719059,0
7CHY_2|H|antigen_species=homo,-20.259388019037583,1.5829718878475874,1.7474890754447492,1
6D2P_2|H|antigen_species=homo,-19.347117977291866,0.8624374952156141,-2.5286051389989344,1
6D2P_3|L|antigen_species=homo,13.744519684493135,-10.139355483351403,1.456195915802537,0
"2WUB_3|H,R|antigen_species=homo",-20.56771601418649,1.7690624719928727,1.7912973898135305,1
"2WUB_4|L,Q|antigen_species=homo",21.049970638320403,3.937161099649796,0.060472674079239785,0
"5WUX_1|A,C,H|antigen_species=homo",-20.23041012177373,1.5469618851087263,1.2180745659282648,1
"5WUX_2|B,D,L|antigen_species=homo",20.71923264898228,3.6533978295706073,-0.058929974224537884,0
5VL7_3|H|antigen_species=homo,-20.631883242322573,1.8065475720192894,1.8332128833681478,1
5VL7_4|L|antigen_species=homo,21.030525689233237,3.9234479601157166,0.04987296057230539,0
4G3Y_1|L|antigen_species=homo,18.541165182109527,2.021868197828967,-0.9706531155602375,0
4G3Y_2|H|antigen_species=homo,-18.65728252812543,0.6165249389142089,0.87491974729004,1
"7SHU_1|C,E|antigen_species=homo",-15.439450634785858,-1.3740392125528138,0.6559437061301937,1
"7SHU_2|D,F|antigen_species=homo",16.620985004940973,-1.1133514414853685,-0.7453536789593986,0
8TUI_1|H|antigen_species=homo,-18.529821953330302,0.37107916704765503,-2.6668942392598587,1
8TUI_2|L|antigen_species=homo,20.66558544841959,3.499358694163296,-0.04563517808877829,0
"7KF1_1|A,D,G,H|antigen_species=homo",-20.044489666184027,1.4554760223173435,1.6331366289307896,1
"7KF1_2|B,E,I,L|antigen_species=homo",20.914878818835383,3.82395739946993,0.012935743114944036,0
"8R8D_2|E,H|antigen_species=homo",-19.070630331300205,0.860560451031881,1.592242062119735,1
"8R8D_3|I,L|antigen_species=homo",14.072187483472971,-9.71114923195447,1.4984414118105098,0
"8EB2_4|J,K,N|antigen_species=homo",-19.326967079276425,0.8763842826530934,-2.0318517512143712,1
"8EB2_5|L,M,O|antigen_species=homo",20.327927592545837,3.2839610748758608,-0.18147499596920505,0
"5ANM_1|A,C,L|antigen_species=homo",14.132754897307018,-9.58902318855965,1.488975889764435,0
"5ANM_2|B,D,H|antigen_species=homo",-18.225532855259235,0.22386417500470845,-2.291857566856518,1
"5SX4_1|I,L|antigen_species=homo",20.50990180679609,3.473241321909235,-0.12890906574556563,0
"5SX4_2|H,J|antigen_species=homo",-17.01194889183553,-0.4490088362032674,-0.7132067502135756,1
"6XM2_1|A,C,E,G|antigen_species=homo",19.643436948272374,2.5502755571507563,-0.37742070437035236,0
"6XM2_2|B,D,F,H|antigen_species=homo",-17.658157564561275,-0.020148011675877334,-0.190723682387604,1
"7SU0_2|H,I|antigen_species=homo",-20.449855476874035,1.700906378811016,2.0287752212973973,1
"7SU0_3|L,M|antigen_species=homo",20.48204662431858,3.38785907464884,-0.1371863678124025,0
6WVZ_1|H|antigen_species=homo,-18.872196298226836,0.5811655829621707,-2.48886772518811,1
6WVZ_2|L|antigen_species=homo,20.648323882386833,3.6871532273154117,-0.1265122369870819,0
"6KTR_1|A,F|antigen_species=homo",-20.440461661944962,1.7125037795222553,2.294681624630101,1
"6KTR_2|B,G|antigen_species=homo",13.760078645741517,-9.962053182529521,1.3795349081573616,0
8GHP_2|H|antigen_species=homo,-15.92647142178205,-1.0916658728178712,0.3920638224293545,1
8GHP_3|L|antigen_species=homo,17.98991440287152,-0.25552145183383107,-0.15105886897872706,0
8FGX_1|A|antigen_species=homo,20.5368332228826,3.4364055973350864,-0.0969976662575147,0
8FGX_2|B|antigen_species=homo,-18.756434482991388,0.5286421182196102,-2.295800622645773,1
7MDP_2|H|antigen_species=homo,-18.446069449026936,0.44609541062072205,0.03184341146715585,1
7MDP_3|I|antigen_species=homo,14.056087527170822,-9.664211254208402,1.4627302904414419,0
"5CZX_2|C,H|antigen_species=homo",-19.268132487629924,0.8274160931448369,-2.270431168294648,1
"5CZX_3|D,L|antigen_species=homo",21.2235618732746,4.101241022994363,0.115390246740402,0
8OXV_2|B|antigen_species=homo,-19.780790179062578,1.313490787556584,1.9080416712480595,1
8OXV_3|C|antigen_species=homo,13.376230817201739,-9.900667282176705,1.0484156181741744,0
"7YK4_1|H,I|antigen_species=homo",-18.730353751181383,0.5165418018407728,-2.2004897005580757,1
"7YK4_2|L,M|antigen_species=homo",20.929341591236458,3.8542604470319324,0.006719652423353044,0
"6PI7_2|B,E|antigen_species=homo",20.96682891218341,3.85753692726004,0.03929363050554069,0
"6PI7_3|C,F|antigen_species=homo",-20.174254312282358,1.5347130988221254,1.7082422833930122,1
"1I9R_2|H,K,X|antigen_species=homo",-18.52106424593943,0.40146408540321443,-2.1504712427195165,1
"1I9R_3|L,M,Y|antigen_species=homo",20.085934080256347,3.043317998686741,-0.2711733239667451,0
"8SZY_1|A,C|antigen_species=homo",-17.828028974964152,-0.0005484038160965741,-2.0245814359825345,1
"8SZY_2|B,D|antigen_species=homo",18.657501011399734,1.9042789259767514,-0.8274646187003848,0
"8SZY_3|H,I|antigen_species=homo",-17.82066772884596,0.058314495636059296,-0.3484395928570454,1
"8SZY_4|L,M|antigen_species=homo",20.49603352581533,3.4059689501282717,-0.13089111848787688,0
8OXY_2|B|antigen_species=homo,-19.780790179062578,1.313490787556584,1.9080416712480595,1
8OXY_3|C|antigen_species=homo,13.376230817201739,-9.900667282176705,1.0484156181741744,0
"6M58_2|C,H|antigen_species=homo",-19.88526461527006,1.3637611959121454,1.7062710423418104,1
"6M58_3|D,L|antigen_species=homo",20.118311587006712,3.1267692358804684,-0.2757070587564346,0
8OXX_2|B|antigen_species=homo,-19.754864007954716,1.2973844025710366,1.90475068241532,1
8OXX_3|C|antigen_species=homo,13.376230817201739,-9.900667282176705,1.0484156181741744,0
"5NHR_1|B,L|antigen_species=homo",13.653221207512894,-7.83206916161244,0.24180257145939682,0
"5NHR_2|A,H|antigen_species=homo",-15.199672482870499,-1.768022131192339,-5.079071228879335,1
6O3A_1|A|antigen_species=homo,21.15466253653024,3.953236325722476,0.13386459114660645,0
6O3A_2|B|antigen_species=homo,-19.706321701410186,1.2308771261636857,1.4922982560735956,1
8OXW_2|B|antigen_species=homo,-19.780790179062578,1.313490787556584,1.9080416712480595,1
8OXW_3|C|antigen_species=homo,13.376230817201739,-9.900667282176705,1.0484156181741744,0
8Q6J_1|A|antigen_species=homo,20.917391996342964,3.798637972137563,0.026179229538716455,0
8Q6J_2|B|antigen_species=homo,-20.12559328257152,1.5069797893987193,1.7014941012937237,1
8Q6J_3|C|antigen_species=homo,20.901792144510082,3.766176536986741,0.026735953427949658,0
8Q6J_4|D|antigen_species=homo,-19.956719295567698,1.3912649118847538,1.3385334187301599,1
"8GYE_2|B,E|antigen_species=homo",-17.28525479581861,-0.29147342375668217,-0.7532633200632146,1
"8GYE_3|C,F|antigen_species=homo",20.18021479975869,3.121213370530214,-0.22229395338331814,0
8TP2_1|H|antigen_species=homo,-12.725400100514461,-3.1177930446416635,-2.2781818744595403,1
8TP2_2|L|antigen_species=homo,18.214510312976433,-0.03742439982756485,-0.14801325083642694,0
"8GY5_1|A,H|antigen_species=homo",-20.166107498994204,1.5442819872336926,2.0401721524240832,1
"8GY5_2|B,L|antigen_species=homo",20.04755391471186,3.179849037696029,-0.34277279136982547,0
"6NMS_1|A,L|antigen_species=homo",20.296736380095584,3.1777775312590473,-0.17537152654377472,0
"6NMS_2|B,H|antigen_species=homo",-20.141997866298894,1.5127680029982016,1.7684388509917732,1
"6VMJ_1|A,E,I,L|antigen_species=homo",20.731250603877847,3.6405979069066037,-0.04223289508977054,0
"6VMJ_2|B,F,J,M|antigen_species=homo",-19.290710014523704,0.8546761844577014,-2.025093180988362,1
5BV7_5|C|antigen_species=homo,-19.898858527275227,1.365464098546249,1.7564515468092043,1
"5CUS_2|H,I,J,K|antigen_species=homo",-20.629225636375843,1.8236396661684404,2.2367755704576466,1
"5CUS_3|L,M,N,O|antigen_species=homo",13.872491588980534,-9.658896449058073,1.317299292054372,0
7YXU_2|H|antigen_species=homo,-20.45499864785189,1.7247722310201348,2.291259385097165,1
7YXU_3|L|antigen_species=homo,21.251713508974674,4.032847625317302,0.17150332908294835,0
"6R0X_1|A,C|antigen_species=homo",-14.791553727063231,-1.885665404985949,-2.790809600483793,1
"6R0X_2|B,D|antigen_species=homo",16.095658391011,-1.5537814558105645,-0.9822654606630749,0
4ERS_1|L|antigen_species=homo,20.538242608481784,3.5928230092414637,-0.16944240084299328,0
4ERS_2|H|antigen_species=homo,-20.069471773528296,1.4789894957283412,1.8813916599905818,1
"7X8T_2|B,E,H,K|antigen_species=homo",13.833149272246533,-9.260458117892524,1.0813817100110654,0
"7X8T_3|C,F,I,L|antigen_species=homo",-19.724009453888733,1.2656796226977711,1.66250616426878,1
"5XMH_2|C,L|antigen_species=homo",20.692564102392843,3.4272349646914773,0.00585018271525019,0
"5XMH_3|D,H|antigen_species=homo",-19.095919567584456,0.7331266241662469,-2.1715990601978667,1
"7WN8_2|H,P|antigen_species=homo",-19.311535721062853,0.8376314316207822,-2.50941214495395,1
"7WN8_3|L,Q|antigen_species=homo",20.305745897299094,3.0967399305382246,-0.13462895501182867,0
"3EOB_1|A,L|antigen_species=homo",20.927808652789427,3.888071874136504,-0.011918200535672552,0
"3EOB_2|B,H|antigen_species=homo",-19.967162537650463,1.3831627333874978,1.0842475779644254,1
4PS4_1|L|antigen_species=homo,20.5528145854727,3.3787280548361704,-0.0753886443026217,0
4PS4_2|H|antigen_species=homo,-17.239691173745136,-0.28745262776297037,-0.4536732792513052,1
"7UBR_3|E,H|antigen_species=homo",-14.84028887978269,-1.8630499903383302,-2.8929065258323545,1
"7UBR_4|F,L|antigen_species=homo",15.4695017717327,-2.020031148104513,-1.2411797859895393,0
"7SJN_2|D,F,H|antigen_species=homo",-14.619724552676848,-2.065789656143488,-4.22502434244953,1
"7SJN_3|E,G,L|antigen_species=homo",18.597915107690113,0.11012384519491607,0.10914966988513986,0
"7SJO_2|E,H,I|antigen_species=homo",-18.831741176562264,0.5908678069223509,-1.9473389292062149,1
"7SJO_3|F,J,L|antigen_species=homo",20.568919930899963,3.3694449744562744,-0.04284897840551071,0
8E7M_3|L|antigen_species=homo,20.233488415181707,3.4536427151142974,-0.3365798055388463,0
"8AS0_1|C,D,G,J,M,P,S,V|antigen_species=homo",21.23290595463882,4.132265735849459,0.1087124979598337,0
"7S7I_3|L,M,N,V,X,Z|antigen_species=homo",20.764230705501838,3.501980142506594,0.025958624416436323,0
"7UVF_3|L,Y|antigen_species=homo",20.23491359389569,3.4476979136233883,-0.3349049261491027,0
"7DF1_3|I,J,K,L|antigen_species=homo",16.762290737479134,-1.4241703974298712,-0.5576348671157821,0
"7ZXK_3|H,J|antigen_species=homo",-20.29666181979211,1.6215235784684938,2.096852009500143,1
"7ZXK_4|I,L|antigen_species=homo",20.254635975893223,3.0192000370661,-0.13560786102823133,0
"4YPG_1|A,L|antigen_species=homo",20.79925058239204,3.56298953818783,0.021847764269780183,0
7Y0W_1|A|antigen_species=homo,-14.17770519274236,-2.3615198542120273,-4.9455126046798625,1
7Y0W_3|H|antigen_species=homo,-13.897387309089337,-2.4648492153077086,-3.5116883416246067,1
7VUX_2|H|antigen_species=homo,-19.170595146154717,0.9293123287865676,1.6897690915742962,1
7VUX_3|L|antigen_species=homo,20.281581492500674,3.3015285213839287,-0.24532727413498198,0
7OX3_1|B|antigen_species=homo,13.544597909604162,-9.30934437718032,0.8816354455401036,0
7OX3_2|A|antigen_species=homo,-17.79448335311375,0.05491458896407191,-0.2175176579916679,1
"5CBE_1|A,C|antigen_species=homo",-14.268146341471637,-2.3233509824002674,-5.019019783764817,1
"5CBE_2|B,D|antigen_species=homo",13.239697729797811,-7.8624798205263104,-0.048186648887259015,0
"7LEX_2|D,F,G,K,Q,R|antigen_species=homo",-15.234235193242055,-1.6733892732505067,-4.064668378267727,1
"7LEX_3|E,H,I,L,O,P|antigen_species=homo",17.33768711508785,-0.5528359414645893,-0.5214984017669376,0
"6PE9_1|A,C,E,H,K|antigen_species=homo",-20.60352246005971,1.8059155129631574,2.195694059789949,1
"6PE9_2|B,D,F,L,M|antigen_species=homo",19.857619009426514,2.790066936136271,-0.32969465269278847,0
6U36_2|H|antigen_species=homo,-20.094609320615294,1.4567377870751383,1.0693929436426404,1
6U36_3|L|antigen_species=homo,20.532145962613107,3.144620777845981,0.025389041410796058,0
7SK6_3|E|antigen_species=homo,20.991457711821578,3.8774305958480233,0.0478789486058816,0
7SK6_4|F|antigen_species=homo,-20.140955590667573,1.514053090989177,1.6632161088961641,1
7SK3_3|C|antigen_species=homo,20.992590425221014,3.8753978057489062,0.04928625260199877,0
7SK3_4|D|antigen_species=homo,-20.130541689929093,1.5102549596981631,1.7071351225127618,1
7SK3_5|E|antigen_species=homo,20.991457711821578,3.8774305958480233,0.0478789486058816,0
7SK3_6|F|antigen_species=homo,-20.140955590667573,1.514053090989177,1.6632161088961641,1
7AMQ_3|H|antigen_species=homo,-18.40874636362019,0.3150472401325975,-2.551765112390678,1
7AMQ_4|L|antigen_species=homo,18.902077066620503,2.150657727660238,-0.7701497201597483,0
7T9N_2|H|antigen_species=homo,-18.12494186978507,0.19697240540298075,-1.5020138982269582,1
7T9N_3|N|antigen_species=homo,-14.25332292296272,-2.090803524590839,0.5795342376281305,1
4EDW_2|L|antigen_species=homo,20.68217326839089,3.5897250127264853,-0.05395811470758612,0
4EDW_3|H|antigen_species=homo,-17.247929310625707,-0.3050007136584513,-0.5497210565468894,1
"7SHY_1|C,E,I,K|antigen_species=homo",-16.304789950296204,-0.84825761029014,0.9793241206121592,1
